method,median,sd,min,max,Q1,Q3,se_est,n,n_pts,matrix
pnorm,0.8301063981408694,NaN,0.8301063981408694,0.8301063981408694,0.8301063981408694,0.8301063981408694,0.002325433236967828,4096,24576,fixed_spd
pnorm32,0.8293347954750061,NaN,0.8293347954750061,0.8293347954750061,0.8293347954750061,0.8293347954750061,0.002194133121520281,4096,24576,fixed_spd
pnorm_sparse,0.8301063981408691,NaN,0.8301063981408691,0.8301063981408691,0.8301063981408691,0.8301063981408691,0.0023254332369678585,4096,24576,fixed_spd
pnorm_sparse32,0.8293359279632568,NaN,0.8293359279632568,0.8293359279632568,0.8293359279632568,0.8293359279632568,0.002194119617342949,4096,24576,fixed_spd
tlr,0.8285968128136805,NaN,0.8285968128136805,0.8285968128136805,0.8285968128136805,0.8285968128136805,0.0008507167050754069,4096,24576,fixed_spd
pnorm,0.8294133861231024,NaN,0.8294133861231024,0.8294133861231024,0.8294133861231024,0.8294133861231024,0.00046255482383915033,4096,245760,fixed_spd
pnorm32,0.82963627576828,NaN,0.82963627576828,0.82963627576828,0.82963627576828,0.82963627576828,0.0005470327450893819,4096,245760,fixed_spd
pnorm_sparse,0.8294133861231021,NaN,0.8294133861231021,0.8294133861231021,0.8294133861231021,0.8294133861231021,0.00046255482383921056,4096,245760,fixed_spd
pnorm_sparse32,0.8296375274658203,NaN,0.8296375274658203,0.8296375274658203,0.8296375274658203,0.8296375274658203,0.0005470224423334002,4096,245760,fixed_spd
tlr,0.8295205169016093,NaN,0.8295205169016093,0.8295205169016093,0.8295205169016093,0.8295205169016093,0.0002686838588414707,4096,245760,fixed_spd
