Ticker,Holding name,% of market value,Sector,Region,Market value,Shares,yticker
23,Bank of East Asia Ltd/The,0.0011%,Financials,HK,"US$580,812.27","344,400",2330.TW
000039,China International Marine Containers Group Co Ltd,0.0011%,Industrials,CN,"US$580,589.76","452,000",000039.SZ
600183,Shengyi Technology Co Ltd,0.0011%,Technology,CN,"US$585,045.30","71,700",600183.SS
601021,Spring Airlines Co Ltd,0.0011%,Consumer Discretionary,CN,"US$580,003.54","74,600",601021.SS
3618,Chongqing Rural Commercial Bank Co Ltd,0.0011%,Financials,HK,"US$579,151.25","718,000",3618.HK
CATERING,Catrion Catering Holding Co,0.0011%,Consumer Discretionary,SA,"US$579,076.77","26,189",6004.SR
601808,China Oilfield Services Ltd,0.0011%,Energy,CN,"US$577,064.49","292,000",601808.SS
KLBF,Kalbe Farma Tbk PT,0.0011%,Health Care,ID,"US$573,564.70","7,960,600",KLBF.JK
000651,Gree Electric Appliances Inc of Zhuhai,0.0011%,Consumer Discretionary,CN,"US$570,376.65","99,900",000651.SZ
1071,Huadian Power International Corp Ltd,0.0011%,Utilities,HK,"US$570,424.89","998,000",1071P.PA
600026,COSCO SHIPPING Energy Transportation Co Ltd,0.0011%,Industrials,CN,"US$559,487.90","327,400",600026.SS
NETLINK,NETLINK NBN TRUST,0.0011%,Telecommunications,SG,"US$564,031.19","757,000",CJLU.SI
TALABAT,New Issuer: BB Company ID:72035566,0.0011%,Consumer Discretionary,AE,"US$559,945.29","2,220,945",TALABAT.AE
853,Microport Scientific Corp,0.0011%,Health Care,HK,"US$564,128.39","391,800",853.F
EMPOWER,Emirates Central Cooling Systems Corp,0.0011%,Industrials,AE,"US$563,519.39","1,326,745",MXMDX
GLO,Globe Telecom Inc,0.0011%,Telecommunications,PH,"US$560,078.54","20,503",GLO
4967,Kobayashi Pharmaceutical Co Ltd,0.0011%,Consumer Staples,JP,"US$555,283.56","16,600",4967.TW
BPT,Beach Energy Ltd,0.0011%,Energy,AU,"US$556,020.79","718,518",BPTH
PGSUS,Pegasus Hava Tasimaciligi AS,0.0011%,Consumer Discretionary,TR,"US$551,553.56","116,574",PGSUS.IS
NHC,New Hope Corp Ltd,0.0011%,Energy,AU,"US$549,728.88","219,439",NHC
600025,Huaneng Lancang River Hydropower Inc,0.0011%,Utilities,CN,"US$550,198.97","410,700",600025.SS
BOI,Bank of India,0.0011%,Financials,IN,"US$552,409.76","335,814",BOIL
9048,Nagoya Railroad Co Ltd,0.0011%,Industrials,JP,"US$553,596.60","52,500",9048.T
316,Orient Overseas International Ltd,0.0011%,Industrials,HK,"US$551,993.42","34,000",3167.HK
600352,Zhejiang Longsheng Group Co Ltd,0.0011%,Basic Materials,CN,"US$548,164.44","370,100",600352.SS
CCOLA,Coca-Cola Icecek AS,0.0011%,Consumer Staples,TR,"US$547,303.98","452,351",CCOLA.IS
ISAT,Indosat Tbk PT,0.0011%,Telecommunications,ID,"US$545,703.51","3,802,800",0P0001H3V5.SW
601006,Daqin Railway Co Ltd,0.0011%,Industrials,CN,"US$545,910.78","704,200",601006.SS
601222,Jiangsu Linyang Energy Co Ltd,0.0011%,Industrials,CN,"US$545,652.47","676,700",601222.SS
006280,Green Cross Corp/South Korea,0.001%,Health Care,KR,"US$543,082.31","5,890",006280.KS
601211,Guotai Junan Securities Co Ltd,0.001%,Financials,CN,"US$539,649.59","199,100",601211.SS
200012,CSG Holding Co Ltd,0.001%,Industrials,CN,"US$533,527.35","2,294,934",200012.SZ
1COV,Covestro AG,0.001%,Basic Materials,DE,"US$535,102.76","7,799",1COV.VI
005940,NH Investment & Securities Co Ltd,0.001%,Financials,KR,"US$535,076.02","38,107",005940.KS
ARCLK,Arcelik AS,0.001%,Consumer Discretionary,TR,"US$537,734.52","216,124",ARCLK.IS
QUINENC,Quinenco SA,0.001%,Financials,CL,"US$534,614.88","107,722",QUINENCO.SN
CIBEST,Grupo Cibest SA,0.001%,Financials,CO,"US$532,145.64","31,102",CIB
EMTK,Elang Mahkota Teknologi Tbk PT,0.001%,Consumer Discretionary,ID,"US$530,806.36","7,216,800",EMTK.JK
4816,Toei Animation Co Ltd,0.001%,Consumer Discretionary,JP,"US$525,072.09","28,500",4816.T
BANDHAN,Bandhan Bank Ltd,0.001%,Financials,IN,"US$524,434.03","311,980",IDFNIFTYET.NS
631,Sany Heavy Equipment International Holdings Co Ltd,0.001%,Industrials,HK,"US$523,847.87","561,000",6316.T
5214,Nippon Electric Glass Co Ltd,0.001%,Technology,JP,"US$527,051.59","14,200",5214.T
002390,Guizhou Xinbang Pharmaceutical Co Ltd,0.001%,Health Care,CN,"US$524,785.15","984,000",002390.KS
AIAE,AIA Engineering Ltd,0.001%,Industrials,IN,"US$527,478.79","12,215",AIAENG.NS
600648,Shanghai Waigaoqiao Free Trade Zone Group Co Ltd,0.001%,Real Estate,CN,"US$524,115.04","342,100",600648.SS
ELPE,HELLENiQ ENERGY Holdings S.A.,0.001%,Energy,GR,"US$520,727.54","54,288",ELPE.AT
INL,Investec Ltd,0.001%,Financials,ZA,"US$518,272.42","72,534",INLB
SOLUTION,Arabian Internet & Communications Services Co,0.001%,Technology,SA,"US$517,439.39","8,635",SWKS
4088,Air Water Inc,0.001%,Basic Materials,JP,"US$516,457.55","36,600",4088.T
1876,Budweiser Brewing Co APAC Ltd,0.001%,Consumer Staples,HK,"US$514,514.10","500,100",187660.KQ
688111,Beijing Kingsoft Office Software Inc,0.001%,Technology,CN,"US$515,213.11","11,699",688111.SS
600029,China Southern Airlines Co Ltd,0.001%,Consumer Discretionary,CN,"US$516,776.04","538,800",600029.SS
IRB,IRB Infrastructure Developers Ltd,0.001%,Industrials,IN,"US$513,807.52","1,071,051",IRBTQ
2202,China Vanke Co Ltd,0.001%,Real Estate,HK,"US$507,431.13","1,085,345",2202.HK
600820,Shanghai Tunnel Engineering Co Ltd,0.001%,Industrials,CN,"US$512,380.48","573,100",600820.SS
6268,Nabtesco Corp,0.001%,Industrials,JP,"US$507,807.11","23,300",6268.T
6098,Country Garden Services Holdings Co Ltd,0.001%,Real Estate,HK,"US$508,987.25","621,124",6098.T
BDMS-R,Bangkok Dusit Medical Services PCL,0.001%,Health Care,TH,"US$511,663.30","867,000",BDMS-R.BK
PPT,Perpetual Ltd,0.001%,Financials,AU,"US$506,878.02","40,277",PPT
KRDMA,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,0.001%,Basic Materials,TR,"US$504,740.51","859,769",KRDMA.IS
600905,China Three Gorges Renewables Group Co Ltd,0.001%,Utilities,CN,"US$505,991.13","855,700",600905.SS
600050,China United Network Communications Ltd,0.001%,Telecommunications,CN,"US$506,086.48","662,500",600050.SS
YAL,Yancoal Australia Ltd,0.001%,Energy,AU,"US$502,625.22","140,888",HY
SGS,Saudi Ground Services Co,0.001%,Industrials,SA,"US$505,338.36","47,158",SYRMA.NS
EKGYO,Emlak Konut Gayrimenkul Yatirim Ortakligi AS,0.001%,Real Estate,TR,"US$505,692.32","1,017,191",EKGYO.IS
600085,Beijing Tong Ren Tang Co Ltd,0.001%,Health Care,CN,"US$503,007.52","106,300",600085.SS
450080,Ecopro Materials Co Ltd,0.001%,Basic Materials,KR,"US$504,771.36","12,799",450080.KS
601298,Qingdao Port International Co Ltd,0.001%,Industrials,CN,"US$501,935.93","422,400",601298.SS
548,Shenzhen Expressway Corp Ltd,0.001%,Industrials,HK,"US$497,487.67","522,000",5480.T
NATU3,Natura Cosmeticos SA,0.001%,Consumer Discretionary,BR,"US$499,390.58","321,875",NATU3.SA
CSAN3,Cosan SA,0.001%,Energy,BR,"US$498,241.53","432,176",CSAN3F.SA
300408,Chaozhou Three-Circle Group Co Ltd,0.001%,Technology,CN,"US$491,727.91","79,000",300408.SZ
DQ,Daqo New Energy Corp,0.001%,Basic Materials,US,"US$496,615.68","15,676",DQ
002966,Bank of Suzhou Co Ltd,0.001%,Financials,CN,"US$491,783.08","423,950",002966.SZ
753,Air China Ltd,0.0009%,Consumer Discretionary,HK,"US$487,823.67","600,000",7539.T
002038,Beijing SL Pharmaceutical Co Ltd,0.0009%,Health Care,CN,"US$486,969.63","440,200",002038.SZ
6110,Topsports International Holdings Ltd,0.0009%,Consumer Discretionary,HK,"US$487,351.01","1,103,000",6110.HK
600438,Tongwei Co Ltd,0.0009%,Energy,CN,"US$484,532.50","149,700",600438.SS
688008,Montage Technology Co Ltd,0.0009%,Technology,CN,"US$482,720.35","28,796",688008.SS
1359,China Cinda Asset Management Co Ltd,0.0009%,Financials,HK,"US$476,579.84","2,769,000",1359.HK
101,Hang Lung Properties Ltd,0.0009%,Real Estate,HK,"US$479,731.81","415,000",DGE.L
004020,Hyundai Steel Co,0.0009%,Basic Materials,KR,"US$474,423.28","23,103",004020.KS
AKSEN,Aksa Enerji Uretim AS,0.0009%,Utilities,TR,"US$472,826.89","381,155",AKSEN.IS
9044,Nankai Electric Railway Co Ltd,0.0009%,Industrials,JP,"US$469,438.00","24,900",9044.T
9921,Giant Manufacturing Co Ltd,0.0009%,Consumer Discretionary,TW,"US$470,699.28","146,994",9921.TW
URC,Universal Robina Corp,0.0009%,Consumer Staples,PH,"US$462,812.86","430,820",URC.TO
JFC,Jollibee Foods Corp,0.0009%,Consumer Discretionary,PH,"US$465,047.32","144,300",JFCIX
600808,Maanshan Iron & Steel Co Ltd,0.0009%,Basic Materials,CN,"US$462,245.03","835,700",600808.SS
002142,Bank of Ningbo Co Ltd,0.0009%,Financials,CN,"US$456,234.89","113,680",002142.SZ
GOAU4,Metalurgica Gerdau SA,0.0009%,Basic Materials,BR,"US$459,911.66","223,400",GOAU4F.SA
600350,Shandong Hi-speed Co Ltd,0.0009%,Industrials,CN,"US$458,938.31","353,400",600350.SS
8282,K's Holdings Corp,0.0009%,Consumer Discretionary,JP,"US$457,064.08","45,300",8282.T
NESZ,Nestle Malaysia Bhd,0.0009%,Consumer Staples,MY,"US$450,105.26","17,400",NSLYF
GQG,GQG Partners Inc,0.0009%,Financials,AU,"US$450,719.76","371,504",GQG.AX
000089,Shenzhen Airport Co Ltd,0.0009%,Industrials,CN,"US$450,921.57","459,300",000089.SZ
VOLCARB,Volvo Car AB,0.0009%,Consumer Discretionary,SE,"US$453,422.91","135,635",VOLCAR-B.ST
005385,Hyundai Motor Co,0.0009%,Consumer Discretionary,KR,"US$450,407.98","3,441",005385.KS
BRES,Barwa Real Estate Co,0.0009%,Real Estate,QA,"US$453,993.83","644,190",ABP.MI
SIPCHEM,Sahara International Petrochemical Co,0.0009%,Basic Materials,SA,"US$446,546.06","99,714",2310.SR
600176,China Jushi Co Ltd,0.0009%,Basic Materials,CN,"US$448,332.47","212,558",600176.SS
6806,Shenwan Hongyuan Group Co Ltd,0.0009%,Financials,HK,"US$443,084.67","1,112,800",6806.HK
8046,Nan Ya Printed Circuit Board Corp,0.0009%,Technology,TW,"US$443,285.01","53,000",8046.T
6178,Everbright Securities Co Ltd,0.0009%,Financials,HK,"US$440,040.07","373,200",6178.T
SAL,SAL Saudi Logistics Services,0.0009%,Industrials,SA,"US$443,335.54","9,789",CRM
600037,Beijing Gehua CATV Network Co Ltd,0.0009%,Consumer Discretionary,CN,"US$443,774.82","405,300",600037.SS
DIC,Dubai Investments PJSC,0.0009%,Industrials,AE,"US$441,712.02","472,986",BDX
MTEL,Dayamitra Telekomunikasi PT,0.0009%,Telecommunications,ID,"US$440,361.03","12,023,300",MTEL.JK
BBL-R,Bangkok Bank PCL,0.0008%,Financials,TH,"US$437,266.66","89,100",BBL-R.BK
GCC*,GCC SAB de CV,0.0008%,Industrials,MX,"US$434,674.71","43,700",AK4.F
ARTO,Aarti Industries Ltd,0.0008%,Basic Materials,IN,"US$438,505.44","102,598",ARTO.JK
000596,Anhui Gujing Distillery Co Ltd,0.0008%,Consumer Staples,CN,"US$438,160.90","18,625",000596.SZ
IREDA,Indian Renewable Energy Development Agency Ltd,0.0008%,Financials,IN,"US$437,083.33","273,590",IREDA.NS
9301,Mitsubishi Logistics Corp,0.0008%,Industrials,JP,"US$439,171.74","58,500",9301.F
956,China Suntien Green Energy Corp Ltd,0.0008%,Utilities,HK,"US$429,907.78","773,000",9564.T
SUN,Suntec Real Estate Investment Trust,0.0008%,Real Estate,SG,"US$431,367.80","407,800",SUN
688235,BeOne Medicines Ltd,0.0008%,Health Care,CN,"US$433,385.09","10,575",688235.SS
601012,LONGi Green Energy Technology Co Ltd,0.0008%,Energy,CN,"US$431,605.16","164,297",601012.SS
600089,TBEA Co Ltd,0.0008%,Industrials,CN,"US$432,641.62","140,290",600089.SS
586,China Conch Venture Holdings Ltd,0.0008%,Utilities,HK,"US$424,236.41","323,500",5868.T
000538,Yunnan Baiyao Group Co Ltd,0.0008%,Health Care,CN,"US$426,817.17","53,820",000538.SZ
000728,Guoyuan Securities Co Ltd,0.0008%,Financials,CN,"US$424,904.48","365,850",000728.SZ
1385,Shanghai Fudan Microelectronics Group Co Ltd,0.0008%,Technology,HK,"US$429,099.88","87,000",138520.KS
MGROS,Migros Ticaret AS,0.0008%,Consumer Staples,TR,"US$421,582.91","34,376",MGROS.IS
SAVOLA,Savola Group/The,0.0008%,Consumer Staples,SA,"US$418,901.05","60,769",2050.SR
ORBIA*,Orbia Advance Corp SAB de CV,0.0008%,Industrials,MX,"US$422,313.27","454,924",ORBIA.MX
002241,GoerTek Inc,0.0008%,Industrials,CN,"US$422,266.67","99,400",002241.SZ
078930,GS Holdings Corp,0.0008%,Industrials,KR,"US$414,721.11","10,814",078930.KS
LUBEREF,Saudi Aramco Base Oil Co,0.0008%,Energy,SA,"US$416,881.47","18,185",2223.SR
NMDC,NMDC Group PJSC,0.0008%,Industrials,AE,"US$414,675.09","70,905",NSLNISP.NS
874,Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,0.0008%,Health Care,HK,"US$411,156.49","170,000",8747.T
ISAE4,CTEEP-Cia de Transmissao de Energia Eletrica Paulista,0.0008%,Utilities,BR,"US$412,449.16","79,131",ISAE4Q.SA
LICHF,LIC Housing Finance Ltd,0.0008%,Financials,IN,"US$412,023.74","67,118",LICHSGFIN.BO
AMR,Americana Restaurants International PLC - Foreign Co,0.0008%,Consumer Discretionary,AE,"US$410,227.40","870,927",AMR
001965,China Merchants Expressway Network & Technology Holdings Co Ltd,0.0008%,Industrials,CN,"US$412,557.03","293,100",001965.SZ
603369,Jiangsu King's Luck Brewery JSC Ltd,0.0008%,Consumer Staples,CN,"US$410,031.62","76,700",603369.SS
4530,Hisamitsu Pharmaceutical Co Inc,0.0008%,Health Care,JP,"US$412,175.58","15,000",4530.TWO
DN,Deepak Nitrite Ltd,0.0008%,Basic Materials,IN,"US$404,463.21","23,212",DNN
600295,Inner Mongolia ERDOS Resources Co Ltd,0.0008%,Basic Materials,CN,"US$408,169.48","260,174",600295.SS
AEFES,Anadolu Efes Biracilik Ve Malt Sanayii AS,0.0008%,Consumer Staples,TR,"US$404,085.73","1,087,180",AEFES.IS
600177,Youngor Fashion Co Ltd,0.0008%,Consumer Discretionary,CN,"US$403,203.30","369,200",600177.SS
600012,Anhui Expressway Co Ltd,0.0008%,Industrials,CN,"US$405,381.00","186,200",600012.SS
WHIRL,Whirlpool of India Ltd,0.0008%,Consumer Discretionary,IN,"US$400,745.28","33,435",WHR
3697,SHIFT Inc,0.0008%,Technology,JP,"US$400,433.19","64,500",3697.T
3279,Activia Properties Inc,0.0008%,Real Estate,JP,"US$394,223.65",429,3279.T
3994,Money Forward Inc,0.0008%,Technology,JP,"US$393,193.21","14,700",399415.SZ
200581,Weifu High-Technology Group Co Ltd,0.0008%,Consumer Discretionary,CN,"US$397,907.68","217,400",200581.SZ
LH/F,Land & Houses PCL,0.0008%,Real Estate,TH,"US$393,224.10","3,617,100",LHFG.BK
Z,Zee Entertainment Enterprises Ltd,0.0008%,Consumer Discretionary,IN,"US$390,360.16","344,109",Z
600848,Shanghai Lingang Holdings Corp Ltd,0.0008%,Real Estate,CN,"US$389,775.00","233,500",600848.SS
489790,Hanwha Industrial Solutions Co Ltd/ New,0.0008%,Industrials,KR,"US$388,592.15","13,183",489790.KS
3996,China Energy Engineering Corp Ltd,0.0008%,Industrials,HK,"US$391,587.03","2,698,000",399698.SZ
ITUB3,Itau Unibanco Holding SA,0.0008%,Financials,BR,"US$389,860.16","54,560",ITUB3.SA
UBBL,United Breweries Ltd,0.0007%,Consumer Staples,IN,"US$385,664.14","20,405",UBL.BO
1999,Man Wah Holdings Ltd,0.0007%,Consumer Discretionary,HK,"US$386,226.88","630,400",RMN.TA
002236,Zhejiang Dahua Technology Co Ltd,0.0007%,Technology,CN,"US$386,090.44","144,100",002236.SZ
EYDAP,Athens Water Supply & Sewage Co SA,0.0007%,Utilities,GR,"US$384,579.15","45,024",EYP.DU
4114,Nippon Shokubai Co Ltd,0.0007%,Basic Materials,JP,"US$383,261.78","32,000",411420.KS
KAYAN,Saudi Kayan Petrochemical Co,0.0007%,Basic Materials,SA,"US$387,336.33","280,516",2350.SR
SANB11,Banco Santander Brasil SA,0.0007%,Financials,BR,"US$378,278.93","59,100",SANB11.SA
GENM,Genting Malaysia Bhd,0.0007%,Consumer Discretionary,MY,"US$378,729.58","666,000",GENM
LEEJAM,Leejam Sports Co JSC,0.0007%,Consumer Discretionary,SA,"US$382,223.81","12,545",1830.SR
NLC,NLC India Ltd,0.0007%,Utilities,IN,"US$378,521.68","139,218",NLCP
3466,LaSalle Logiport REIT,0.0007%,Real Estate,JP,"US$382,154.44",384,3466.T
010950,S-Oil Corp,0.0007%,Energy,KR,"US$381,557.27","7,316",010950.KS
ADRO,Adaro Energy Indonesia Tbk PT,0.0007%,Energy,ID,"US$375,780.13","3,457,800",ADRO.JK
DMP,Domino's Pizza Enterprises Ltd,0.0007%,Consumer Discretionary,AU,"US$372,467.94","26,565",DMP.F
601788,Everbright Securities Co Ltd,0.0007%,Financials,CN,"US$376,560.59","153,600",601788.SS
002958,Qingdao Rural Commercial Bank Corp,0.0007%,Financials,CN,"US$376,056.42","846,600",002958.SZ
FLUOROCH,Gujarat Fluorochemicals Ltd,0.0007%,Basic Materials,IN,"US$371,485.97","9,706",FLUOROCHEM.NS
2606,U-Ming Marine Transport Corp,0.0007%,Industrials,TW,"US$365,837.18","187,000",260660.KQ
2531,Takara Holdings Inc,0.0007%,Consumer Staples,JP,"US$361,663.57","37,600",2531.HK
JGS,JG Summit Holdings Inc,0.0007%,Industrials,PH,"US$363,672.10","978,328",JGSC.DU
090435,Amorepacific Corp,0.0007%,Consumer Discretionary,KR,"US$361,886.24","11,470",090435.KS
600835,Shanghai Mechanical and Electrical Industry Co Ltd,0.0007%,Industrials,CN,"US$360,829.83","82,600",600835.SS
TATATECH,Tata Technologies Ltd,0.0007%,Technology,IN,"US$358,513.50","47,225",TATATECH.NS
6781,Advanced Energy Solution Holding Co Ltd,0.0007%,Industrials,TW,"US$358,132.87","8,000",6781.TW
DALLAH,Dallah Healthcare Co,0.0007%,Health Care,SA,"US$359,111.81","10,363",4004.SR
300251,Beijing Enlight Media Co Ltd,0.0007%,Consumer Discretionary,CN,"US$359,587.92","154,900",300251.SZ
601865,Flat Glass Group Co Ltd,0.0007%,Industrials,CN,"US$355,459.24","155,683",601865.SS
4516,Nippon Shinyaku Co Ltd,0.0007%,Health Care,JP,"US$353,871.20","15,200",4516.T
688126,National Silicon Industry Group Co Ltd,0.0007%,Technology,CN,"US$352,864.41","117,715",688126.SS
00680K,Mirae Asset Securities Co Ltd,0.0007%,Financials,KR,"US$354,221.58","52,673",00680K.KS
2264,Morinaga Milk Industry Co Ltd,0.0007%,Consumer Staples,JP,"US$346,042.93","14,400",2264.T
4483,JMDC Inc,0.0007%,Industrials,JP,"US$347,196.41","12,600",4483.T
NAHDI,Nahdi Medical Co,0.0007%,Consumer Staples,SA,"US$347,034.45","13,104",4164.SR
598,Sinotrans Ltd,0.0007%,Industrials,HK,"US$347,975.75","521,000",5985.T
002385,Beijing Dabeinong Technology Group Co Ltd,0.0007%,Consumer Staples,CN,"US$344,508.31","602,800",002385.SZ
3969,China Railway Signal & Communication Corp Ltd,0.0007%,Industrials,HK,"US$342,312.73","777,000",3969.T
1072,Dongfang Electric Corp Ltd,0.0007%,Energy,HK,"US$344,682.49","125,400",1072.HK
BANPU/F,Banpu PCL,0.0007%,Energy,TH,"US$345,625.30","2,472,757",NVAC.SG
022100,Posco DX Co Ltd,0.0007%,Technology,KR,"US$341,988.51","19,801",022100.KS
2588,BOC Aviation Ltd,0.0007%,Industrials,HK,"US$343,075.04","37,700",2588.T
600021,Shanghai Electric Power Co Ltd,0.0007%,Utilities,CN,"US$340,895.04","104,500",600021.SS
6324,Harmonic Drive Systems Inc,0.0007%,Industrials,JP,"US$342,563.28","17,300",6324.T
MKHZN,Agility Public Warehousing Co KSCC,0.0007%,Industrials,KW,"US$342,244.03","734,628",MKHZN.KW
000066,China Greatwall Technology Group Co Ltd,0.0007%,Technology,CN,"US$340,786.11","160,600",000066.SZ
ANE,Corp ACCIONA Energias Renovables SA,0.0007%,Utilities,ES,"US$343,602.41","14,045",ANET
DIF/F,Digital Telecommunications Infrastructure Fund,0.0007%,Telecommunications,TH,"US$337,825.60","1,182,206",DIFFNKG.NS
TMX,Thermax Ltd,0.0007%,Industrials,IN,"US$335,633.17","10,281",X.TO
IVL/F,Indorama Ventures PCL,0.0007%,Basic Materials,TH,"US$335,743.44","701,900",I93.SG
ALARABIA,Arabian Contracting Services Co,0.0007%,Consumer Discretionary,SA,"US$337,500.01","10,748",4071.SR
AOTHAIM,Abdullah Al Othaim Markets Co,0.0007%,Consumer Staples,SA,"US$340,372.50","187,778",4001.SR
600011,Huaneng Power International Inc,0.0006%,Utilities,CN,"US$331,937.27","301,600",600011.SS
KREIT,Keppel REIT,0.0006%,Real Estate,SG,"US$333,104.27","407,000",K71U.SI
600150,China CSSC Holdings Ltd,0.0006%,Industrials,CN,"US$332,568.20","68,400",600150.SS
576,Zhejiang Expressway Co Ltd,0.0006%,Industrials,HK,"US$334,559.96","345,000",57611.HK
7164,Zenkoku Hosho Co Ltd,0.0006%,Financials,JP,"US$333,149.63","16,400",7164.T
RYSAS,Reysas Tasimacilik ve Lojistik Ticaret AS,0.0006%,Industrials,TR,"US$328,581.09","1,033,996",RYSAS.IS
023530,Lotte Shopping Co Ltd,0.0006%,Consumer Discretionary,KR,"US$325,691.70","6,699",023530.KS
SGM,Sims Ltd,0.0006%,Utilities,AU,"US$325,334.55","29,011",SGMO
371,Beijing Enterprises Water Group Ltd,0.0006%,Utilities,HK,"US$327,558.57","1,008,000",3711.TW
AURE3,Auren Energia SA,0.0006%,Utilities,BR,"US$328,533.43","143,066",AURE3.SA
4743,Oneness Biotech Co Ltd,0.0006%,Health Care,TW,"US$328,583.97","151,656",4743.T
000009,China Baoan Group Co Ltd,0.0006%,Industrials,CN,"US$321,110.77","224,300",000009.SZ
8060,Canon Marketing Japan Inc,0.0006%,Technology,JP,"US$320,021.15","7,300",8060.T
3234,Mori Hills REIT Investment Corp,0.0006%,Real Estate,JP,"US$322,226.85",335,3234.TWO
601898,China Coal Energy Co Ltd,0.0006%,Energy,CN,"US$324,948.97","169,900",601898.SS
601696,BOC International China Co Ltd,0.0006%,Financials,CN,"US$316,376.83","173,100",601696.SS
900947,Shanghai Zhenhua Heavy Industries Co Ltd,0.0006%,Industrials,CN,"US$316,934.50","1,169,500",900947.SS
SJVN,SJVN Ltd,0.0006%,Utilities,IN,"US$315,889.76","362,902",SJVN.NS
BATA,Bata India Ltd,0.0006%,Consumer Discretionary,IN,"US$314,804.27","28,181",BPTR.JK
AKER,Aker ASA,0.0006%,Financials,NO,"US$319,192.18","4,091",AKRBP.OL
STLA,Stellantis NV,0.0006%,Consumer Discretionary,US,"US$319,075.12","29,932",STLA
6952,Casio Computer Co Ltd,0.0006%,Consumer Discretionary,JP,"US$319,461.07","38,600",6952.TW
4205,Zeon Corp,0.0006%,Basic Materials,JP,"US$317,905.16","27,800",4205.T
MAVI,Mavi Giyim Sanayi Ve Ticaret AS,0.0006%,Consumer Discretionary,TR,"US$313,563.68","353,154",MAVI.IS
SLCE3,SLC Agricola SA,0.0006%,Consumer Staples,BR,"US$310,542.90","100,320",SLCE3F.SA
123,Yuexiu Property Co Ltd,0.0006%,Real Estate,HK,"US$311,859.41","538,362",1232.HK
ERICA,Telefonaktiebolaget LM Ericsson,0.0006%,Telecommunications,SE,"US$309,728.52","32,102",ERICAS.XD
1772,Ganfeng Lithium Group Co Ltd,0.0006%,Basic Materials,HK,"US$307,257.40","48,840",1772.HK
IQ,iQIYI Inc,0.0006%,Consumer Discretionary,US,"US$307,725.66","140,514",IQ
4922,Kose Corp,0.0006%,Consumer Discretionary,JP,"US$307,159.24","9,300",4922.T
INTP,Indocement Tunggal Prakarsa Tbk PT,0.0006%,Industrials,ID,"US$306,149.05","775,500",INTP.JK
GDSP,Godrej Industries Ltd,0.0006%,Industrials,IN,"US$306,365.68","26,059",GDSP.XD
COLBUN,Colbun SA,0.0006%,Utilities,CL,"US$308,794.32","1,978,179",COLBUN.SN
HMN,Emami Ltd,0.0006%,Consumer Staples,IN,"US$301,607.61","50,854",HMN
282330,BGF retail Co Ltd,0.0006%,Consumer Staples,KR,"US$301,927.72","4,100",282330.KS
5471,Daido Steel Co Ltd,0.0006%,Basic Materials,JP,"US$303,941.04","30,000",5471.T
600918,Zhongtai Securities Co Ltd,0.0006%,Financials,CN,"US$294,126.85","313,600",600918.SS
1888,Kingboard Laminates Holdings Ltd,0.0006%,Technology,HK,"US$296,609.12","204,000",1888.HK
1368,Xtep International Holdings Ltd,0.0006%,Consumer Discretionary,HK,"US$298,483.10","413,500",1368.T
SASA,Sasa Polyester Sanayi AS,0.0006%,Basic Materials,TR,"US$297,290.47","4,325,220",SASA.IS
6592,Mabuchi Motor Co Ltd,0.0006%,Industrials,JP,"US$295,353.41","16,600",6592.TW
5714,Dowa Holdings Co Ltd,0.0006%,Basic Materials,JP,"US$292,262.10","7,500",5714.T
RLXF,Relaxo Footwears Ltd,0.0006%,Consumer Discretionary,IN,"US$292,421.76","63,913",RELAXO.BO
552,China Communications Services Corp Ltd,0.0006%,Telecommunications,HK,"US$290,238.39","464,000",5527.T
1060,Damai Entertainment Holdings Ltd,0.0006%,Consumer Discretionary,HK,"US$285,784.01","2,500,000",1060.SR
002036,LianChuang Electronic Technology Co Ltd,0.0006%,Industrials,CN,"US$288,396.72","198,700",002036.SZ
PETD,Petronas Dagangan Bhd,0.0006%,Energy,MY,"US$286,328.86","59,700",M1PC34.SA
688012,Advanced Micro-Fabrication Equipment Inc China,0.0006%,Technology,CN,"US$284,713.67","7,507",688012.SS
RATCH/F,Ratch Group PCL,0.0006%,Utilities,TH,"US$285,333.13","311,400",RA5F.SG
AGHOL,AG Anadolu Grubu Holding AS,0.0006%,Industrials,TR,"US$285,249.63","434,030",AGHOL.IS
4272,Nippon Kayaku Co Ltd,0.0006%,Basic Materials,JP,"US$285,595.64","27,200",4272.T
2282,MGM China Holdings Ltd,0.0005%,Consumer Discretionary,HK,"US$281,783.81","132,800",2282.T
002380,KCC Corp,0.0005%,Industrials,KR,"US$279,861.97",987,002380.KS
8086,Nipro Corp,0.0005%,Health Care,JP,"US$279,871.84","29,000",8086.T
,Sodexo SA,0.0005%,,FR,"US$281,539.65","5,327",SW.VI
991,Datang International Power Generation Co Ltd,0.0005%,Utilities,HK,"US$281,273.12","948,000",9913.HK
CZG,Colt CZ Group SE,0.0005%,Industrials,CZ,"US$281,127.52","8,099",CZG.PR
BTS/F,BTS Group Holdings PCL,0.0005%,Industrials,TH,"US$282,372.93","3,523,642",BTSGY
002459,JA Solar Technology Co Ltd,0.0005%,Energy,CN,"US$283,296.12","165,916",002459.SZ
