Holdings details

Total World Stock ETF (VT)


Equity,as of 11/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BNM23Q1,Barrick Mining Corp,ABX,0.07%,Gold,CA,---,"$51,857,142.12","1,251,386"
,2457552,Illinois Tool Works Inc,ITW,0.07%,Industrial Machinery & Supplies & Components,US,---,"$51,853,231.36","208,012"
,BN13P03,DoorDash Inc,DASH,0.07%,Restaurants,US,---,"$51,513,713.45","259,685"
,B1XH026,Vinci SA,DG,0.07%,Construction & Engineering,FR,---,"$51,137,345.12","360,346"
,2171573,Canadian Natural Resources Ltd,CNQ,0.07%,Oil & Gas Exploration & Production,CA,---,"$50,754,616.27","1,501,737"
,2517382,United Parcel Service Inc,UPS,0.07%,Air Freight & Logistics,US,---,"$50,612,562.30","528,370"
,B665KZ5,General Motors Co,GM,0.07%,Automobile Manufacturers,US,---,"$50,492,947.84","686,792"
,BGJW376,Meituan,3690,0.07%,Restaurants,HK,---,"$50,255,396.88","3,876,727"
,BQRRZ00,Recruit Holdings Co Ltd,6098,0.07%,Human Resource & Employment Services,JP,---,"$50,140,046.70","980,327"
,2210614,Marriott International Inc/MD,MAR,0.07%,"Hotels, Resorts & Cruise Lines",US,---,"$49,913,934.35","163,765"
,BL3LWS8,Vertiv Holdings Co,VRT,0.07%,Electrical Components & Equipment,US,---,"$49,775,324.85","276,945"
,2150204,Quanta Services Inc,PWR,0.07%,Construction & Engineering,US,---,"$49,687,304.16","106,882"
,2240202,Cummins Inc,CMI,0.07%,Construction Machinery & Heavy Transportation Equipment,US,---,"$49,512,159.48","99,426"
,2304227,Ecolab Inc,ECL,0.07%,Specialty Chemicals,US,---,"$49,418,185.68","179,598"
,BMBQR09,Canadian Pacific Kansas City Ltd,CP,0.07%,Rail Transportation,CA,---,"$49,349,873.96","679,582"
,6597302,Mitsui & Co Ltd,8031,0.06%,Trading Companies & Distributors,JP,---,"$48,983,310.66","1,843,800"
,BM8PJY7,NatWest Group PLC,NWG,0.06%,Diversified Banks,GB,---,"$48,884,697.16","5,856,922"
,2754907,Royal Caribbean Cruises Ltd,RCL,0.06%,"Hotels, Resorts & Cruise Lines",US,---,"$48,803,092.50","183,298"
,6065586,ANZ Group Holdings Ltd,ANZ,0.06%,Diversified Banks,AU,---,"$48,781,426.46","2,150,120"
,2795393,Cencora Inc,COR,0.06%,Health Care Distributors,US,---,"$48,703,925.02","132,014"
,BRC3N84,TE Connectivity PLC,TEL,0.06%,Electronic Manufacturing Services,US,---,"$48,535,182.25","214,615"
,6332439,Fast Retailing Co Ltd,9983,0.06%,Apparel Retail,JP,---,"$48,445,937.18","132,600"
,B1G1QD8,Industrial & Commercial Bank of China Ltd,1398,0.06%,Diversified Banks,HK,---,"$47,881,063.22","57,756,245"
,2224701,Corning Inc,GLW,0.06%,Electronic Components,US,---,"$47,778,784.80","567,444"
,2065955,AutoZone Inc,AZO,0.06%,Automotive Retail,US,---,"$47,776,215.06","12,082"
,2160753,CSX Corp,CSX,0.06%,Rail Transportation,US,---,"$47,737,202.24","1,350,034"
,6490995,Keyence Corp,6861,0.06%,Electronic Equipment & Instruments,JP,---,"$47,600,115.85","139,832"
,2769503,Travelers Cos Inc/The,TRV,0.06%,Property & Casualty Insurance,US,---,"$47,540,549.52","162,332"
,2026242,American Electric Power Co Inc,AEP,0.06%,Electric Utilities,US,---,"$47,535,972.59","384,067"
,6513126,Tokio Marine Holdings Inc,8766,0.06%,Property & Casualty Insurance,JP,---,"$47,421,112.54","1,337,656"
,2641894,Norfolk Southern Corp,NSC,0.06%,Rail Transportation,US,---,"$47,412,632.98","162,322"
,0263494,BAE Systems PLC,BA/,0.06%,Aerospace & Defense,GB,---,"$47,406,273.80","2,176,744"
,BYVMW06,Hilton Worldwide Holdings Inc,HLT,0.06%,"Hotels, Resorts & Cruise Lines",US,---,"$47,318,685.39","166,013"
,6372480,MediaTek Inc,2454,0.06%,Semiconductors,TW,---,"$46,956,669.39","1,053,716"
,2065159,Autodesk Inc,ADSK,0.06%,Application Software,US,---,"$46,719,820.12","154,018"
,6267359,Hong Kong Exchanges & Clearing Ltd,388,0.06%,Financial Exchanges & Data,HK,---,"$46,454,435.02","873,524"
,2209106,Colgate-Palmolive Co,CL,0.06%,Household Products,US,---,"$46,391,220.03","577,077"
,2197137,Cintas Corp,CTAS,0.06%,Diversified Support Services,US,---,"$45,861,556.82","246,541"
,5750355,Deutsche Bank AG,DBK,0.06%,Diversified Capital Markets,DE,---,"$45,552,662.99","1,284,772"
,2359506,Arthur J Gallagher & Co,AJG,0.06%,Insurance Brokers,US,---,"$45,194,859.54","182,517"
,6442327,Bharti Airtel Ltd,BHARTI,0.06%,Wireless Telecommunication Services,IN,---,"$45,191,154.78","1,915,513"
,BJXC5M2,Cloudflare Inc,NET,0.06%,Internet Services & Infrastructure,US,---,"$44,803,994.85","223,785"
,BP9DL90,Industria de Diseno Textil SA,ITX,0.06%,Apparel Retail,ES,---,"$44,739,708.59","797,424"
,2352118,Freeport-McMoRan Inc,FCX,0.06%,Copper,US,---,"$44,523,927.56","1,035,922"
,B5BKPQ4,Motorola Solutions Inc,MSI,0.06%,Communications Equipment,US,---,"$44,395,610.56","120,092"
,2138158,Sempra,SRE,0.06%,Multi-Utilities,US,---,"$44,222,778.88","466,879"
,2459202,IDEXX Laboratories Inc,IDXX,0.06%,Health Care Equipment,US,---,"$44,032,939.68","58,486"
,6948836,Wesfarmers Ltd,WES,0.06%,Broadline Retail,AU,---,"$43,881,136.46","817,703"
,BZ8VJQ8,Vistra Corp,VST,0.06%,Independent Power Producers & Energy Traders,US,---,"$43,868,992.20","245,270"
,BYW36M8,PayPal Holdings Inc,PYPL,0.06%,Transaction & Payment Processing Services,US,---,"$43,425,927.21","692,709"
,2812452,Simon Property Group Inc,SPG,0.06%,Retail REITs,US,---,"$43,352,378.64","232,677"
,2492519,Manulife Financial Corp,MFC,0.06%,Life & Health Insurance,CA,---,"$43,197,516.10","1,225,962"
,6185495,CSL Ltd,CSL,0.06%,Biotechnology,AU,---,"$43,136,379.58","353,469"
,B0SWJX3,London Stock Exchange Group PLC,LSEG,0.06%,Financial Exchanges & Data,GB,---,"$43,076,044.16","365,694"
,BKP7287,Truist Financial Corp,TFC,0.06%,Regional Banks,US,---,"$43,075,833.00","926,362"
,B3K3L40,Marathon Petroleum Corp,MPC,0.06%,Oil & Gas Refining & Marketing,US,---,"$43,024,139.59","222,083"
,2318024,EOG Resources Inc,EOG,0.06%,Oil & Gas Exploration & Production,US,---,"$42,559,335.60","394,616"
,2142784,FedEx Corp,FDX,0.06%,Air Freight & Logistics,US,---,"$42,554,791.84","154,363"
,BKVD2N4,Seagate Technology Holdings PLC,STX,0.06%,"Technology Hardware, Storage & Peripherals",US,---,"$42,411,043.20","153,280"
,BYYHL23,Anheuser-Busch InBev SA/NV,ABI,0.06%,Brewers,BE,---,"$42,382,533.97","687,522"
,BN6NP19,NU Holdings Ltd/Cayman Islands,NU,0.06%,Diversified Banks,US,---,"$42,105,902.69","2,421,271"
,BMWBC20,ROBLOX Corp,RBLX,0.06%,Interactive Home Entertainment,US,---,"$41,970,854.77","441,659"
,2011602,Air Products and Chemicals Inc,APD,0.06%,Industrial Gases,US,---,"$41,874,508.40","160,408"
,BFM0SV9,Nordea Bank Abp,NDA,0.06%,Diversified Banks,FI,---,"$41,811,967.78","2,362,841"
,2746711,Ross Stores Inc,ROST,0.05%,Apparel Retail,US,---,"$41,528,018.28","235,473"
,BMC9P69,Coinbase Global Inc,COIN,0.05%,Financial Exchanges & Data,US,---,"$41,389,249.38","151,709"
,2954699,Western Digital Corp,WDC,0.05%,"Technology Hardware, Storage & Peripherals",US,---,"$41,330,493.17","253,049"
,6260734,Delta Electronics Inc,2308,0.05%,Electronic Components,TW,---,"$41,263,964.92","1,384,211"
,B95WG16,Zoetis Inc,ZTS,0.05%,Pharmaceuticals,US,---,"$41,223,072.54","321,603"
,B1Y9TB3,Danone SA,BN,0.05%,Packaged Foods & Meats,FR,---,"$41,091,451.45","459,668"
,B00FWN1,Alnylam Pharmaceuticals Inc,ALNY,0.05%,Biotechnology,US,---,"$40,950,476.19","90,753"
,BJMY6G0,TC Energy Corp,TRP,0.05%,Oil & Gas Storage & Transportation,CA,---,"$40,861,866.66","747,316"
,BNHKYX4,Argenx SE,ARGX,0.05%,Biotechnology,BE,---,"$40,764,683.56","44,718"
,B78C4Y8,Phillips 66,PSX,0.05%,Oil & Gas Refining & Marketing,US,---,"$40,606,037.76","296,481"
,2019952,Allstate Corp/The,ALL,0.05%,Property & Casualty Insurance,US,---,"$40,488,349.92","190,104"
,BM8JYX3,Warner Bros Discovery Inc,WBD,0.05%,Movies & Entertainment,US,---,"$40,415,664.00","1,683,986"
,6804585,Shin-Etsu Chemical Co Ltd,4063,0.05%,Specialty Chemicals,JP,---,"$40,285,624.59","1,345,380"
,5889505,Infineon Technologies AG,IFX,0.05%,Semiconductors,DE,---,"$40,179,580.88","951,777"
,2041364,Valero Energy Corp,VLO,0.05%,Oil & Gas Refining & Marketing,US,---,"$40,089,344.76","226,801"
,2087807,Becton Dickinson & Co,BDX,0.05%,Health Care Equipment,US,---,"$39,938,240.92","205,846"
,B3NB1P2,Suncor Energy Inc,SU,0.05%,Integrated Oil & Gas,CA,---,"$39,660,586.65","885,221"
,2779201,SLB Ltd,SLB,0.05%,Oil & Gas Equipment & Services,US,---,"$39,520,843.44","1,090,531"
,6597045,Mitsubishi Electric Corp,6503,0.05%,Heavy Electrical Equipment,JP,---,"$39,484,574.92","1,460,340"
,BN44JF6,Apollo Global Management Inc,APO,0.05%,Diversified Financial Services,US,---,"$39,429,478.80","299,048"
,B1YW1V6,Air Liquide SA,AIRB,0.05%,Industrial Gases,FR,---,"$39,131,173.50","204,183"
,2665861,PACCAR Inc,PCAR,0.05%,Construction Machinery & Heavy Transportation Equipment,US,---,"$39,106,603.20","370,960"
,B03GQS4,Digital Realty Trust Inc,DLR,0.05%,Data Center REITs,US,---,"$38,863,685.92","242,716"
,2180632,Canadian National Railway Co,CNR,0.05%,Rail Transportation,CA,---,"$38,692,924.17","403,488"
,B71JBK1,L'Oreal SA,---,0.05%,Personal Care Products,FR,---,"$38,686,616.34","88,693"
,2026361,Aflac Inc,AFL,0.05%,Life & Health Insurance,US,---,"$38,509,662.24","349,104"
,BD6K457,Compass Group PLC,CPG,0.05%,Restaurants,GB,---,"$38,454,012.72","1,223,008"
,2542049,Dominion Energy Inc,D,0.05%,Multi-Utilities,US,---,"$38,389,567.07","611,591"
,B24CGK7,Reckitt Benckiser Group PLC,RKT,0.05%,Household Products,GB,---,"$38,244,649.66","493,483"
,B3NQ4P8,Kinder Morgan Inc,KMI,0.05%,Oil & Gas Storage & Transportation,US,---,"$38,217,265.00","1,398,875"
,BMV7PQ4,Investor AB,INVEB,0.05%,Multi-Sector Holdings,SE,---,"$38,033,063.03","1,116,955"
,2134781,United Rentals Inc,URI,0.05%,Trading Companies & Distributors,US,---,"$37,922,173.60","46,520"
,B545MG5,Swiss Re AG,SREN,0.05%,Reinsurance,CH,---,"$37,746,845.82","213,896"
,BZ07BW4,Monster Beverage Corp,MNST,0.05%,Soft Drinks & Non-alcoholic Beverages,US,---,"$37,739,692.37","503,263"
,2615468,Ford Motor Co,F,0.05%,Automobile Manufacturers,US,---,"$37,485,774.72","2,822,724"
,BK9DTN5,L3Harris Technologies Inc,LHX,0.05%,Aerospace & Defense,US,---,"$37,477,395.13","134,477"
,B4T3BW6,Glencore PLC,GLEN,0.05%,Diversified Metals & Mining,GB,---,"$37,466,804.42","7,837,988"
,B5B2106,Fortinet Inc,FTNT,0.05%,Systems Software,US,---,"$37,407,014.75","461,075"
,2724193,Realty Income Corp,O,0.05%,Retail REITs,US,---,"$37,190,999.65","645,565"
,5529027,Mercedes-Benz Group AG,MBG,0.05%,Automobile Manufacturers,DE,---,"$37,054,322.78","548,710"
,0237400,Diageo PLC,DGE,0.05%,Distillers & Vintners,GB,---,"$36,961,755.16","1,608,074"
,2175672,Cardinal Health Inc,CAH,0.05%,Health Care Distributors,US,---,"$36,949,371.76","174,076"
,6441506,Hoya Corp,7741,0.05%,Health Care Supplies,JP,---,"$36,751,268.75","244,651"
,2310194,Electronic Arts Inc,EA,0.05%,Interactive Home Entertainment,US,---,"$36,719,558.59","181,753"
,BF13KN5,Wheaton Precious Metals Corp,WPM,0.05%,Gold,CA,---,"$36,630,943.23","332,791"
,BM93SF4,NetEase Inc,9999,0.05%,Interactive Home Entertainment,HK,---,"$36,621,779.11","1,323,855"
,5966516,Societe Generale SA,GLE,0.05%,Diversified Banks,FR,---,"$36,555,639.63","524,995"
,BV2FFX7,Naspers Ltd,NPN,0.05%,Broadline Retail,ZA,---,"$36,299,806.72","580,236"
,6205122,Infosys Ltd,INFO,0.05%,IT Consulting & Other Services,IN,---,"$36,258,446.80","2,066,501"
,BMGYYH4,Airbnb Inc,ABNB,0.05%,"Hotels, Resorts & Cruise Lines",US,---,"$36,187,697.77","309,323"
,BDHLTQ5,Baker Hughes Co,BKR,0.05%,Oil & Gas Equipment & Services,US,---,"$36,082,906.60","718,783"
,B12LZH9,Al Rajhi Bank,RJHI,0.05%,Diversified Banks,SA,---,"$36,066,902.81","1,410,074"
,BLDBN41,Atlas Copco AB,ATCOA,0.05%,Industrial Machinery & Supplies & Components,SE,---,"$36,022,129.78","2,119,689"
,BKT9Y49,Datadog Inc,DDOG,0.05%,Application Software,US,---,"$35,984,328.88","224,888"
,2567116,Edwards Lifesciences Corp,EW,0.05%,Health Care Equipment,US,---,"$35,939,188.89","414,667"
,BYQHPG3,Carvana Co,CVNA,0.05%,Automotive Retail,US,---,"$35,729,921.50","95,407"
,B505PN7,NXP Semiconductors NV,NXPI,0.05%,Semiconductors,US,---,"$35,694,683.64","183,106"
,4617859,Deutsche Post AG,DHL,0.05%,Air Freight & Logistics,DE,---,"$35,646,365.00","684,923"
,7021963,Deutsche Boerse AG,DB1,0.05%,Financial Exchanges & Data,DE,---,"$35,483,528.59","132,748"
,BS6VHW3,Ferguson Enterprises Inc,FERG,0.05%,Trading Companies & Distributors,US,---,"$35,432,367.63","140,789"
,B15C4L6,Constellation Software Inc/Canada,CSU,0.05%,Application Software,CA,---,"$35,197,280.76","14,382"
,7333378,Lonza Group AG,LONN,0.05%,Life Sciences Tools & Services,CH,---,"$35,043,755.85","51,051"
,2614807,Xcel Energy Inc,XEL,0.05%,Electric Utilities,US,---,"$34,941,746.28","425,548"
,B6WVMH3,CBRE Group Inc,CBRE,0.05%,Real Estate Services,US,---,"$34,926,797.92","215,824"
,B01FLR7,Ping An Insurance Group Co of China Ltd,2318,0.05%,Life & Health Insurance,HK,---,"$34,707,372.23","4,742,466"
,2749602,Roper Technologies Inc,ROP,0.05%,Application Software,US,---,"$34,420,964.58","77,139"
,6248990,KDDI Corp,9433,0.05%,Wireless Telecommunication Services,JP,---,"$34,420,321.83","2,000,700"
,5086577,BASF SE,BAS,0.05%,Diversified Chemicals,DE,---,"$34,187,689.34","655,547"
,2670519,Exelon Corp,EXC,0.05%,Electric Utilities,US,---,"$34,149,277.60","724,730"
,6536651,BYD Co Ltd,1211,0.04%,Automobile Manufacturers,HK,---,"$33,971,894.83","2,703,080"
,BD6G507,Ferrari NV,RACE,0.04%,Automobile Manufacturers,IT,---,"$33,932,413.11","86,381"
,2077303,National Bank of Canada,NA,0.04%,Diversified Banks,CA,---,"$33,780,855.49","279,150"
,2974329,Strategy Inc,MSTR,0.04%,Application Software,US,---,"$33,752,612.82","190,499"
,B8K6ZD1,Workday Inc,WDAY,0.04%,Application Software,US,---,"$33,691,056.24","156,252"
,6640400,NEC Corp,6701,0.04%,IT Consulting & Other Services,JP,---,"$33,634,084.86","890,200"
,B0X7DZ3,Chipotle Mexican Grill Inc,CMG,0.04%,Restaurants,US,---,"$33,593,241.56","973,153"
,B1YXBJ7,Air Liquide SA,AI,0.04%,Industrial Gases,FR,---,"$33,470,287.91","174,645"
,B1QH830,Volvo AB,VOLVB,0.04%,Construction Machinery & Heavy Transportation Equipment,SE,---,"$33,455,694.73","1,115,354"
,2332262,Fastenal Co,FAST,0.04%,Trading Companies & Distributors,US,---,"$33,439,766.80","827,717"
,6356945,Fujitsu Ltd,6702,0.04%,IT Consulting & Other Services,JP,---,"$33,431,985.30","1,260,100"
,2654364,Cheniere Energy Inc,LNG,0.04%,Oil & Gas Storage & Transportation,US,---,"$33,313,158.76","159,806"
,7110753,Holcim AG,HOLN,0.04%,Construction Materials,CH,---,"$33,288,306.79","354,848"
,BK73B42,Corteva Inc,CTVA,0.04%,Fertilizers & Agricultural Chemicals,US,---,"$33,245,370.21","492,743"
,B0J7D91,Daiichi Sankyo Co Ltd,4568,0.04%,Pharmaceuticals,JP,---,"$33,098,428.56","1,342,900"
,6870445,Takeda Pharmaceutical Co Ltd,4502,0.04%,Pharmaceuticals,JP,---,"$33,040,006.21","1,145,939"
,7380482,Cie de Saint-Gobain SA,SGO,0.04%,Building Products,FR,---,"$32,984,193.63","330,480"
,B0F9V20,Oversea-Chinese Banking Corp Ltd,OCBC,0.04%,Diversified Banks,SG,---,"$32,976,034.73","2,308,238"
,2130109,ONEOK Inc,OKE,0.04%,Oil & Gas Storage & Transportation,US,---,"$32,926,800.94","452,167"
,2089212,AMETEK Inc,AME,0.04%,Electrical Components & Equipment,US,---,"$32,853,302.02","166,018"
,6480048,Aeon Co Ltd,8267,0.04%,Consumer Staples Merchandise Retail,JP,---,"$32,650,683.03","1,803,328"
,2196286,Vale SA,VALE3,0.04%,Steel,BR,---,"$32,626,381.49","2,587,353"
,2122117,Take-Two Interactive Software Inc,TTWO,0.04%,Interactive Home Entertainment,US,---,"$32,475,580.39","131,977"
,2754060,Rockwell Automation Inc,ROK,0.04%,Electrical Components & Equipment,US,---,"$32,441,122.86","81,951"
,BYQFRK5,Waste Connections Inc,WCN,0.04%,Environmental & Facilities Services,CA,---,"$32,306,243.44","182,727"
,BMX86B7,Haleon PLC,HLN,0.04%,Pharmaceuticals,GB,---,"$32,193,072.86","6,546,119"
,2520153,Agilent Technologies Inc,A,0.04%,Life Sciences Tools & Services,US,---,"$32,019,946.50","208,599"
,B28YTC2,Macquarie Group Ltd,MQG,0.04%,Diversified Capital Markets,AU,---,"$31,945,889.22","247,325"
,2027342,American International Group Inc,AIG,0.04%,Property & Casualty Insurance,US,---,"$31,734,272.64","416,679"
,B1WT5G2,DSV A/S,DSV,0.04%,Air Freight & Logistics,DK,---,"$31,593,286.10","138,333"
,BK4N0D7,Carrier Global Corp,CARR,0.04%,Building Products,US,---,"$31,558,469.60","575,045"
,BNYK8H9,Trip.com Group Ltd,9961,0.04%,"Hotels, Resorts & Cruise Lines",HK,---,"$31,538,936.39","452,551"
,2262530,Republic Services Inc,RSG,0.04%,Environmental & Facilities Services,US,---,"$31,465,451.72","144,962"
,2317087,Entergy Corp,ETR,0.04%,Electric Utilities,US,---,"$31,424,357.20","322,235"
,B01Z7J1,Monolithic Power Systems Inc,MPWR,0.04%,Semiconductors,US,---,"$31,380,499.53","33,809"
,B0J7D57,Ameriprise Financial Inc,AMP,0.04%,Asset Management & Custody Banks,US,---,"$31,127,042.00","68,300"
,2852533,Public Storage,PSA,0.04%,Self-Storage REITs,US,---,"$31,018,901.90","112,985"
,2250687,DR Horton Inc,DHI,0.04%,Homebuilding,US,---,"$30,845,395.84","193,984"
,BL56KN2,Alimentation Couche-Tard Inc,ATD,0.04%,Food Retail,CA,---,"$30,835,796.46","566,397"
,2573209,MetLife Inc,MET,0.04%,Life & Health Insurance,US,---,"$30,816,012.48","402,508"
,2098876,Yum! Brands Inc,YUM,0.04%,Restaurants,US,---,"$30,712,783.02","200,462"
,2330299,Fair Isaac Corp,FICO,0.04%,Application Software,US,---,"$30,641,323.44","16,968"
,B2972D2,MSCI Inc,MSCI,0.04%,Financial Exchanges & Data,US,---,"$30,505,144.08","54,114"
,6474535,Japan Tobacco Inc,2914,0.04%,Tobacco,JP,---,"$30,400,144.42","808,182"
,BZ1HM42,Adyen NV,ADYEN,0.04%,Transaction & Payment Processing Services,NL,---,"$30,297,984.48","19,385"
,2380863,WW Grainger Inc,GWW,0.04%,Trading Companies & Distributors,US,---,"$30,290,704.53","31,931"
,2259101,Target Corp,TGT,0.04%,Consumer Staples Merchandise Retail,US,---,"$30,179,631.70","333,035"
,B154564,Bank of China Ltd,3988,0.04%,Diversified Banks,HK,---,"$30,139,240.09","50,022,410"
,2707677,Public Service Enterprise Group Inc,PEG,0.04%,Multi-Utilities,US,---,"$29,981,341.44","358,972"
,0408284,Standard Chartered PLC,STAN,0.04%,Diversified Banks,GB,---,"$29,868,217.69","1,348,474"
,6773812,SAMSUNG ELECTRONICS-PREF,005935,0.04%,"Technology Hardware, Storage & Peripherals",KR,---,"$29,846,725.39","583,593"
,2497406,Kroger Co/The,KR,0.04%,Food Retail,US,---,"$29,708,022.24","441,558"
,B19NLV4,Experian PLC,EXPN,0.04%,Research & Consulting Services,GB,---,"$29,623,982.51","674,109"
,B29NF31,Franco-Nevada Corp,FNV,0.04%,Gold,CA,---,"$29,464,625.00","140,076"
,BTK05J6,Anglo American PLC,AAL,0.04%,Diversified Metals & Mining,GB,---,"$29,353,164.15","776,636"
,BDT5S35,Axon Enterprise Inc,AXON,0.04%,Aerospace & Defense,US,---,"$29,244,259.88","54,142"
,4057808,L'Oreal SA,OR,0.04%,Personal Care Products,FR,---,"$29,212,227.23","66,972"
,BF5M0K5,SoftBank Corp,9434,0.04%,Wireless Telecommunication Services,JP,---,"$29,191,118.01","20,403,130"
,BHKD3S6,Dell Technologies Inc,DELL,0.04%,"Technology Hardware, Storage & Peripherals",US,---,"$29,152,843.65","218,619"
,B283W97,CaixaBank SA,CABK,0.04%,Diversified Banks,ES,---,"$29,023,275.57","2,599,163"
,7108918,Roche Holding AG,RO,0.04%,Pharmaceuticals,CH,---,"$28,738,724.49","72,179"
,BTGQCX1,Crown Castle Inc,CCI,0.04%,Telecom Tower REITs,US,---,"$28,731,566.64","314,763"
,BJT1GR5,Alcon AG,ALC,0.04%,Health Care Supplies,CH,---,"$28,713,754.07","360,200"
,6435145,Honda Motor Co Ltd,7267,0.04%,Automobile Manufacturers,JP,---,"$28,713,461.80","2,847,423"
,BSCB6L9,Celestica Inc,CLS,0.04%,Electronic Manufacturing Services,CA,---,"$28,585,023.58","83,235"
,4942904,E.ON SE,EOAN,0.04%,Multi-Utilities,DE,---,"$28,570,999.33","1,604,009"
,6569464,Marubeni Corp,8002,0.04%,Trading Companies & Distributors,JP,---,"$28,516,322.15","1,080,328"
,BRF6FX9,Anglogold Ashanti Plc,ANG,0.04%,Gold,ZA,---,"$28,493,304.17","334,182"
,B1YW440,3i Group PLC,III,0.04%,Asset Management & Custody Banks,GB,---,"$28,422,949.72","679,731"
,2931205,Vulcan Materials Co,VMC,0.04%,Construction Materials,US,---,"$28,403,065.44","95,556"
,6100186,Mahindra & Mahindra Ltd,MM,0.04%,Automobile Manufacturers,IN,---,"$28,386,799.58","674,279"
,BDR73G1,IQVIA Holdings Inc,IQV,0.04%,Life Sciences Tools & Services,US,---,"$28,383,234.00","123,400"
,2614487,Insmed Inc,INSM,0.04%,Biotechnology,US,---,"$28,214,958.23","135,799"
,B4TP9G2,Dollarama Inc,DOL,0.04%,Broadline Retail,CA,---,"$28,199,434.51","196,105"
,B03FYZ4,GOODMAN GROUP,GMG,0.04%,Industrial REITs,AU,---,"$28,140,898.48","1,445,929"
,2166160,Cameco Corp,CCO,0.04%,Coal & Consumable Fuels,CA,---,"$28,132,192.21","317,043"
,2257019,Cognizant Technology Solutions Corp,CTSH,0.04%,IT Consulting & Other Services,US,---,"$27,944,826.84","359,604"
,BJTM270,Saudi Arabian Oil Co,ARAMCO,0.04%,Integrated Oil & Gas,SA,---,"$27,901,068.51","4,248,204"
,BKPQZT6,JD.com Inc,9618,0.04%,Broadline Retail,HK,---,"$27,865,855.11","1,862,812"
,BLGZ986,Tesco PLC,TSCO,0.04%,Food Retail,GB,---,"$27,787,709.22","4,659,518"
,6280215,Gold Fields Ltd,GFI,0.04%,Gold,ZA,---,"$27,771,185.80","656,817"
,2293819,eBay Inc,EBAY,0.04%,Broadline Retail,US,---,"$27,762,219.07","335,333"
,2476193,Hartford Insurance Group Inc/The,HIG,0.04%,Property & Casualty Insurance,US,---,"$27,665,945.91","201,897"
,4056719,Generali,G,0.04%,Multi-line Insurance,IT,---,"$27,661,795.37","696,851"
,2319414,EQT Corp,EQT,0.04%,Oil & Gas Exploration & Production,US,---,"$27,511,458.70","452,045"
,2819118,Prudential Financial Inc,PRU,0.04%,Life & Health Insurance,US,---,"$27,496,257.75","254,007"
,B55PZY3,Targa Resources Corp,TRGP,0.04%,Oil & Gas Storage & Transportation,US,---,"$27,482,121.53","156,763"
,BD0Q398,Koninklijke Ahold Delhaize NV,AD,0.04%,Food Retail,NL,---,"$27,470,162.32","663,556"
,2566351,Fairfax Financial Holdings Ltd,FFH,0.04%,Property & Casualty Insurance,CA,---,"$27,264,903.72","15,863"
,2572079,Martin Marietta Materials Inc,MLM,0.04%,Construction Materials,US,---,"$27,261,764.08","43,742"
,0709954,Prudential PLC,PRU,0.04%,Life & Health Insurance,GB,---,"$27,125,462.43","1,872,111"
