This file was downloaded on 13 Jan 2026;;;;;;
;;;;;;
Holdings details;;;;;;
Vanguard FTSE All-World UCITS ETF (USD) Distributing;;;;;;
As at 30 Nov 2025;;;;;;
;;;;;;
Ticker;Holding name;% of market value;Sector;Region;Market value;Shares
603077;Sichuan Hebang Biotechnology Co Ltd;0.0003%;Basic Materials;CN;US$146,847.83;474,000
EXTRA;United Electronics Co;0.0003%;Consumer Discretionary;SA;US$144,104.28;6,000
600612;Lao Feng Xiang Co Ltd;0.0003%;Consumer Discretionary;CN;US$148,133.74;23,400
PETROR;Rabigh Refining & Petrochemical Co;0.0003%;Energy;SA;US$147,272.65;72,600
601939;China Construction Bank Corp;0.0003%;Financials;CN;US$144,989.85;106,100
600256;Guanghui Energy Co Ltd;0.0003%;Energy;CN;US$141,675.92;200,300
TOWR;Sarana Menara Nusantara Tbk PT;0.0003%;Telecommunications;ID;US$139,929.69;4,276,200
002709;Guangzhou Tinci Materials Technology Co Ltd;0.0003%;Basic Materials;CN;US$138,882.01;23,800
600015;Huaxia Bank Co Ltd;0.0003%;Financials;CN;US$138,816.66;141,600
LH-R;Land & Houses PCL;0.0003%;Real Estate;TH;US$142,935.24;1,314,800
2186;Luye Pharma Group Ltd;0.0003%;Health Care;HK;US$139,251.95;352,000
TOPG;Top Glove Corp Bhd;0.0003%;Health Care;MY;US$140,404.45;975,162
880;SJM Holdings Ltd;0.0003%;Consumer Discretionary;HK;US$141,318.59;407,500
004370;NongShim Co Ltd;0.0003%;Consumer Staples;KR;US$137,992.04;454
2607;Fuji Oil Holdings Inc;0.0003%;Consumer Staples;JP;US$138,724.77;6,000
263750;Pearl Abyss Corp;0.0003%;Consumer Discretionary;KR;US$139,644.48;5,681
000581;Weifu High-Technology Group Co Ltd;0.0003%;Consumer Discretionary;CN;US$139,290.28;48,600
302440;SK Bioscience Co Ltd;0.0003%;Health Care;KR;US$135,672.53;3,641
AMOT;Amot Investments Ltd;0.0003%;Real Estate;IL;US$132,989.61;17,832
002939;China Great Wall Securities Co Ltd;0.0003%;Financials;CN;US$135,877.32;95,100
CSTRL;Castrol India Ltd;0.0003%;Energy;IN;US$137,379.31;63,918
006360;GS Engineering & Construction Corp;0.0003%;Industrials;KR;US$133,104.57;10,132
7947;FP Corp;0.0003%;Industrials;JP;US$135,306.63;7,800
002110;Sansteel Minguang Co Ltd Fujian;0.0003%;Basic Materials;CN;US$137,301.44;222,100
GUJGA;Gujarat Gas Ltd;0.0003%;Utilities;IN;US$134,141.16;30,288
002603;Shijiazhuang Yiling Pharmaceutical Co Ltd;0.0003%;Health Care;CN;US$133,641.06;50,600
002049;Unigroup Guoxin Microelectronics Co Ltd;0.0003%;Technology;CN;US$137,068.21;12,739
000807;Yunnan Aluminium Co Ltd;0.0003%;Basic Materials;CN;US$134,874.34;38,600
300223;Ingenic Semiconductor Co Ltd;0.0003%;Technology;CN;US$131,416.97;11,700
3116;Toyota Boshoku Corp;0.0003%;Consumer Discretionary;JP;US$128,874.72;8,300
8283;PALTAC Corp;0.0003%;Consumer Staples;JP;US$129,509.77;4,300
000825;Shanxi Taigang Stainless Steel Co Ltd;0.0003%;Basic Materials;CN;US$130,599.31;230,800
000959;Beijing Shougang Co Ltd;0.0003%;Basic Materials;CN;US$129,860.87;221,200
LIVEPOLC;El Puerto de Liverpool SAB de CV;0.0003%;Consumer Discretionary;MX;US$131,667.31;23,800
570;China Traditional Chinese Medicine Holdings Co Ltd;0.0003%;Health Care;HK;US$132,536.11;442,864
6865;Flat Glass Group Co Ltd;0.0003%;Industrials;HK;US$128,853.27;96,000
604;Shenzhen Investment Ltd;0.0003%;Real Estate;HK;US$131,214.76;1,147,849
002414;Wuhan Guide Infrared Co Ltd;0.0003%;Industrials;CN;US$132,535.68;76,356
HEKTS;Hektas Ticaret TAS;0.0003%;Basic Materials;TR;US$129,303.86;1,727,406
601818;China Everbright Bank Co Ltd;0.0003%;Financials;CN;US$128,385.97;251,400
SCGP/F;SCG Packaging PCL;0.0002%;Industrials;TH;US$122,784.28;253,400
GFL;GFL Environmental Inc;0.0002%;Utilities;US;US$122,359.77;2,691
TRALT;Koza Altin Isletmeleri AS;0.0002%;Basic Materials;TR;US$124,441.75;151,305
300122;Chongqing Zhifei Biological Products Co Ltd;0.0002%;Health Care;CN;US$126,955.77;43,650
036460;Korea Gas Corp;0.0002%;Utilities;KR;US$126,081.66;4,468
000100;TCL Technology Group Corp;0.0002%;Technology;CN;US$124,020.05;214,350
ENJSA;Enerjisa Enerji AS;0.0002%;Utilities;TR;US$125,768.48;66,662
002600;Lingyi iTech Guangdong Co;0.0002%;Technology;CN;US$126,239.40;64,200
600795;GD Power Development Co Ltd;0.0002%;Utilities;CN;US$123,846.54;155,500
601098;China South Publishing & Media Group Co Ltd;0.0002%;Consumer Discretionary;CN;US$118,346.15;75,300
000983;Shanxi Coking Coal Energy Group Co Ltd;0.0002%;Energy;CN;US$119,863.20;125,900
000708;Citic Pacific Special Steel Group Co Ltd;0.0002%;Basic Materials;CN;US$117,467.45;54,810
600048;Poly Developments and Holdings Group Co Ltd;0.0002%;Real Estate;CN;US$121,066.92;126,600
DMC;DMCI Holdings Inc;0.0002%;Energy;PH;US$118,992.24;664,600
051600;KEPCO Plant Service & Engineering Co Ltd;0.0002%;Industrials;KR;US$119,455.21;3,296
1313;China Resources Building Materials Technology Holdings Ltd;0.0002%;Industrials;HK;US$121,932.80;586,000
7205;Hino Motors Ltd;0.0002%;Industrials;JP;US$117,358.54;46,600
6049;Poly Property Services Co Ltd;0.0002%;Real Estate;HK;US$117,149.61;26,000
012750;S-1 Corp;0.0002%;Industrials;KR;US$121,833.88;2,389
LU;Lufax Holding Ltd;0.0002%;Financials;US;US$115,325.00;46,130
BINDAWOO;BinDawood Holding Co;0.0002%;Consumer Staples;SA;US$112,013.33;84,380
600216;Zhejiang Medicine Co Ltd;0.0002%;Health Care;CN;US$115,710.11;58,300
601689;Ningbo Tuopu Group Co Ltd;0.0002%;Consumer Discretionary;CN;US$115,030.39;12,905
000977;IEIT Systems Co Ltd;0.0002%;Technology;CN;US$113,265.76;13,000
8273;Izumi Co Ltd;0.0002%;Consumer Discretionary;JP;US$115,862.86;6,100
636;Kerry Logistics Network Ltd;0.0002%;Industrials;HK;US$112,417.15;124,500
688599;Trina Solar Co Ltd;0.0002%;Energy;CN;US$115,821.35;45,259
1083;Towngas Smart Energy Co Ltd;0.0002%;Utilities;HK;US$113,918.00;228,000
8454;momo.com Inc;0.0002%;Consumer Discretionary;TW;US$116,837.92;16,154
3347;Hangzhou Tigermed Consulting Co Ltd;0.0002%;Health Care;HK;US$115,888.31;22,900
MTC/F;Muangthai Capital PCL;0.0002%;Financials;TH;US$115,360.30;111,700
900932;Shanghai Lujiazui Finance & Trade Zone Development Co Ltd;0.0002%;Real Estate;CN;US$116,768.85;287,608
TTLS;Tata Teleservices Maharashtra Ltd;0.0002%;Telecommunications;IN;US$111,855.24;193,001
694;Beijing Capital International Airport Co Ltd;0.0002%;Industrials;HK;US$114,364.98;318,000
300316;Zhejiang Jingsheng Mechanical & Electrical Co Ltd;0.0002%;Technology;CN;US$108,978.14;21,100
688036;Shenzhen Transsion Holdings Co Ltd;0.0002%;Telecommunications;CN;US$111,705.82;12,317
EXCL;XL Axiata Tbk PT;0.0002%;Telecommunications;ID;US$108,318.87;624,239
TOASO;Tofas Turk Otomobil Fabrikasi AS;0.0002%;Consumer Discretionary;TR;US$109,743.60;20,288
2128;China Lesso Group Holdings Ltd;0.0002%;Industrials;HK;US$106,072.75;186,000
SAGAD;Sagax AB;0.0002%;Real Estate;SE;US$106,051.09;29,247
601916;China Zheshang Bank Co Ltd;0.0002%;Financials;CN;US$103,978.58;239,420
251270;Netmarble Corp;0.0002%;Consumer Discretionary;KR;US$105,700.88;2,933
361610;SK IE Technology Co Ltd;0.0002%;Industrials;KR;US$104,221.26;5,378
SMGR;Semen Indonesia Persero Tbk PT;0.0002%;Industrials;ID;US$101,601.20;581,501
4927;Pola Orbis Holdings Inc;0.0002%;Consumer Discretionary;JP;US$102,413.97;11,900
000876;New Hope Liuhe Co Ltd;0.0002%;Consumer Staples;CN;US$102,367.25;76,900
603185;Hoyuan Green Energy Co Ltd;0.0002%;Technology;CN;US$102,319.39;23,769
300769;Shenzhen Dynanonic Co Ltd;0.0002%;Basic Materials;CN;US$101,529.26;14,668
300759;Pharmaron Beijing Co Ltd;0.0002%;Health Care;CN;US$104,124.91;25,425
ACEN;ACEN Corp;0.0002%;Utilities;PH;US$103,827.29;2,425,877
1030;Seazen Group Ltd;0.0002%;Real Estate;HK;US$106,416.73;387,158
300418;Kunlun Tech Co Ltd;0.0002%;Consumer Discretionary;CN;US$103,997.06;16,900
467;United Energy Group Ltd;0.0002%;Energy;HK;US$102,489.21;1,612,000
VESBE;Vestel Beyaz Esya Sanayi ve Ticaret AS;0.0002%;Consumer Discretionary;TR;US$103,635.62;524,131
9898;Weibo Corp;0.0002%;Technology;HK;US$104,554.02;10,517
HLFG;Hong Leong Financial Group Bhd;0.0002%;Financials;MY;US$103,504.76;24,526
1316;Nexteer Automotive Group Ltd;0.0002%;Consumer Discretionary;HK;US$104,978.42;139,000
029780;Samsung Card Co Ltd;0.0002%;Financials;KR;US$96,648.49;2,589
2314;Lee & Man Paper Manufacturing Ltd;0.0002%;Basic Materials;HK;US$99,299.99;247,000
600027;Huadian Power International Corp Ltd;0.0002%;Utilities;CN;US$100,931.68;138,540
300999;Yihai Kerry Arawana Holdings Co Ltd;0.0002%;Consumer Staples;CN;US$98,834.34;23,500
008930;Hanmi Science Co ltd;0.0002%;Health Care;KR;US$97,082.07;3,675
9917;Taiwan Secom Co Ltd;0.0002%;Industrials;TW;US$100,254.90;29,000
347;Angang Steel Co Ltd;0.0002%;Basic Materials;HK;US$97,923.09;387,000
PTBA;Bukit Asam Tbk PT;0.0002%;Energy;ID;US$99,972.86;720,800
SCC;Semirara Mining & Power Corp;0.0002%;Energy;PH;US$100,779.44;203,100
9401;TBS Holdings Inc;0.0002%;Consumer Discretionary;JP;US$96,902.27;2,600
601117;China National Chemical Engineering Co Ltd;0.0002%;Industrials;CN;US$98,645.48;93,600
600673;Guangdong HEC Technology Holding Co Ltd;0.0002%;Basic Materials;CN;US$98,575.04;32,900
6185;CanSino Biologics Inc;0.0002%;Health Care;HK;US$100,912.45;19,800
600570;Hundsun Technologies Inc;0.0002%;Technology;CN;US$91,262.20;22,003
SACCO;Saudi Cement Co;0.0002%;Industrials;SA;US$95,474.29;9,856
601618;Metallurgical Corp of China Ltd;0.0002%;Industrials;CN;US$94,694.40;210,500
EMAAR;Emaar Economic City;0.0002%;Real Estate;SA;US$92,200.91;31,161
579;Beijing Jingneng Clean Energy Co Ltd;0.0002%;Utilities;HK;US$95,987.46;314,000
026960;Dongsuh Cos Inc;0.0002%;Consumer Staples;KR;US$93,267.87;5,006
002790;AMOREPACIFIC Group;0.0002%;Consumer Discretionary;KR;US$96,048.86;4,965
603659;Shanghai Putailai New Energy Technology Group Co Ltd;0.0002%;Basic Materials;CN;US$95,153.00;25,230
002074;Gotion High-tech Co Ltd;0.0002%;Industrials;CN;US$93,453.91;16,900
600346;Hengli Petrochemical Co Ltd;0.0002%;Basic Materials;CN;US$92,022.72;34,400
600426;Shandong Hualu Hengsheng Chemical Co Ltd;0.0002%;Basic Materials;CN;US$96,100.28;24,030
ALPEKA;Alpek SAB de CV;0.0002%;Basic Materials;MX;US$95,645.05;192,800
1033;Sinopec Oilfield Service Corp;0.0002%;Energy;HK;US$92,195.85;970,000
000120;CJ Logistics Corp;0.0002%;Industrials;KR;US$95,543.26;1,539
GUBRF;Gubre Fabrikalari TAS;0.0002%;Basic Materials;TR;US$88,945.93;12,082
OSP/F;Osotspa PCL;0.0002%;Consumer Staples;TH;US$90,643.27;184,700
525;Guangshen Railway Co Ltd;0.0002%;Industrials;HK;US$86,636.87;308,000
600872;Jonjee Hi-Tech Industrial And Commercial Holding Co Ltd;0.0002%;Consumer Staples;CN;US$90,635.10;36,300
000963;Huadong Medicine Co Ltd;0.0002%;Health Care;CN;US$89,122.15;15,000
600845;Shanghai Baosight Software Co Ltd;0.0002%;Technology;CN;US$87,581.22;28,998
600383;Gemdale Corp;0.0002%;Real Estate;CN;US$89,767.79;183,400
3759;Pharmaron Beijing Co Ltd;0.0002%;Health Care;HK;US$85,909.56;30,375
601669;Power Construction Corp of China Ltd;0.0002%;Industrials;CN;US$89,950.13;117,100
300133;Zhejiang Huace Film & Television Co Ltd;0.0002%;Consumer Discretionary;CN;US$88,557.71;81,300
BRIS;Bank Syariah Indonesia Tbk PT;0.0002%;Financials;ID;US$87,692.18;624,151
293490;Kakao Games Corp;0.0002%;Consumer Discretionary;KR;US$86,814.80;8,179
3958;Orient Securities Co Ltd/China;0.0002%;Financials;HK;US$89,129.68;101,600
000630;Tongling Nonferrous Metals Group Co Ltd;0.0002%;Basic Materials;CN;US$80,804.08;112,000
6993;Blue Moon Group Holdings Ltd;0.0002%;Consumer Staples;HK;US$80,987.98;226,000
600745;Wingtech Technology Co Ltd;0.0002%;Telecommunications;CN;US$81,041.74;14,000
002155;Hunan Gold Corp Ltd;0.0002%;Basic Materials;CN;US$82,802.99;26,390
69;Shangri-La Asia Ltd;0.0002%;Consumer Discretionary;HK;US$81,278.26;140,000
002625;Kuang-Chi Technologies Co Ltd;0.0002%;Consumer Discretionary;CN;US$82,411.67;12,900
6699;Angelalign Technology Inc;0.0002%;Health Care;HK;US$85,411.55;10,691
GPSC/F;Global Power Synergy PCL;0.0002%;Utilities;TH;US$84,100.02;77,360
028670;Pan Ocean Co Ltd;0.0002%;Industrials;KR;US$85,469.40;33,341
300628;Yealink Network Technology Corp Ltd;0.0002%;Telecommunications;CN;US$82,239.54;17,220
900911;Shanghai Jinqiao Export Processing Zone Development Co Ltd;0.0001%;Real Estate;CN;US$76,268.70;102,100
600392;Shenghe Resources Holding Co Ltd;0.0001%;Basic Materials;CN;US$76,613.22;26,100
995;Anhui Expressway Co Ltd;0.0001%;Industrials;HK;US$78,103.16;44,000
2356;Dah Sing Banking Group Ltd;0.0001%;Financials;HK;US$80,031.85;56,800
600522;Jiangsu Zhongtian Technology Co Ltd;0.0001%;Telecommunications;CN;US$79,721.60;35,600
002555;37 Interactive Entertainment Network Technology Group Co Ltd;0.0001%;Consumer Discretionary;CN;US$76,858.94;26,400
088350;Hanwha Life Insurance Co Ltd;0.0001%;Financials;KR;US$79,842.31;39,010
AIR;Air New Zealand Ltd;0.0001%;Consumer Discretionary;NZ;US$76,470.78;223,887
000960;Yunnan Tin Co Ltd;0.0001%;Basic Materials;CN;US$79,285.18;22,700
OLG;Olam Group Ltd;0.0001%;Consumer Staples;SG;US$78,947.61;108,200
000069;Shenzhen Overseas Chinese Town Co Ltd;0.0001%;Real Estate;CN;US$80,338.66;213,500
002407;Do-Fluoride New Materials Co Ltd;0.0001%;Basic Materials;CN;US$71,847.30;14,700
600325;Zhuhai Huafa Properties Co Ltd;0.0001%;Real Estate;CN;US$72,471.44;112,100
BURG;Burgan Bank SAK;0.0001%;Financials;KW;US$70,509.04;96,190
2866;COSCO SHIPPING Development Co Ltd;0.0001%;Industrials;HK;US$74,002.00;501,000
600588;Yonyou Network Technology Co Ltd;0.0001%;Technology;CN;US$72,702.51;36,040
600549;Xiamen Tungsten Co Ltd;0.0001%;Basic Materials;CN;US$71,535.38;14,700
300413;Mango Excellent Media Co Ltd;0.0001%;Consumer Discretionary;CN;US$71,501.43;19,500
601699;Shanxi Lu'an Environmental Energy Development Co Ltd;0.0001%;Energy;CN;US$75,263.23;40,800
MDIA3;M Dias Branco SA;0.0001%;Consumer Staples;BR;US$73,337.33;15,200
SUNTV;Sun TV Network Ltd;0.0001%;Consumer Discretionary;IN;US$72,624.77;11,691
002601;LB Group Co Ltd;0.0001%;Basic Materials;CN;US$71,684.76;27,600
600039;Sichuan Road and Bridge Group Co Ltd;0.0001%;Industrials;CN;US$72,756.52;54,540
002080;Sinoma Science & Technology Co Ltd;0.0001%;Basic Materials;CN;US$74,940.41;16,300
002812;Yunnan Energy New Material Co Ltd;0.0001%;Industrials;CN;US$75,168.17;9,600
601567;Ningbo Sanxing Medical Electric Co Ltd;0.0001%;Industrials;CN;US$71,132.20;22,200
603486;Ecovacs Robotics Co Ltd;0.0001%;Consumer Discretionary;CN;US$73,367.05;6,600
6088;FIT Hon Teng Ltd;0.0001%;Industrials;HK;US$67,992.19;104,000
300347;Hangzhou Tigermed Consulting Co Ltd;0.0001%;Health Care;CN;US$65,666.19;9,100
018880;Hanon Systems;0.0001%;Consumer Discretionary;KR;US$66,526.56;25,986
300751;Suzhou Maxwell Technologies Co Ltd;0.0001%;Industrials;CN;US$65,126.73;3,840
000080;Hite Jinro Co Ltd;0.0001%;Consumer Staples;KR;US$66,777.96;5,221
GGRM;Gudang Garam Tbk PT;0.0001%;Consumer Staples;ID;US$65,039.33;72,700
300782;Maxscend Microelectronics Co Ltd;0.0001%;Technology;CN;US$67,673.35;6,912
300661;SG Micro Corp;0.0001%;Technology;CN;US$66,527.90;7,224
BJC/F;Berli Jucker PCL;0.0001%;Consumer Discretionary;TH;US$66,431.96;140,709
JSMR;Jasa Marga Persero Tbk PT;0.0001%;Industrials;ID;US$66,276.27;318,107
6127;Joinn Laboratories China Co Ltd;0.0001%;Health Care;HK;US$67,360.78;31,555
002648;Satellite Chemical Co Ltd;0.0001%;Basic Materials;CN;US$69,145.81;28,991
002266;Zhefu Holding Group Co Ltd;0.0001%;Utilities;CN;US$68,806.26;119,800
BYRCS;Bayer CropScience Ltd/India;0.0001%;Basic Materials;IN;US$68,797.30;1,321
INCO;Vale Indonesia Tbk PT;0.0001%;Basic Materials;ID;US$68,439.81;298,394
300207;Sunwoda Electronic Co Ltd;0.0001%;Consumer Staples;CN;US$69,668.48;16,700
BSDE;Bumi Serpong Damai Tbk PT;0.0001%;Real Estate;ID;US$61,846.41;1,095,800
600007;China World Trade Center Co Ltd;0.0001%;Real Estate;CN;US$60,697.84;21,400
000932;Hunan Valin Steel Co Ltd;0.0001%;Basic Materials;CN;US$64,533.35;81,900
601016;CECEP Wind-Power Corp;0.0001%;Utilities;CN;US$64,494.76;152,990
811;Xinhua Winshare Publishing and Media Co Ltd;0.0001%;Consumer Discretionary;HK;US$60,457.77;45,000
601811;Xinhua Winshare Publishing and Media Co Ltd;0.0001%;Consumer Discretionary;CN;US$61,965.36;31,400
300037;Shenzhen Capchem Technology Co Ltd;0.0001%;Basic Materials;CN;US$62,902.92;8,460
600009;Shanghai International Airport Co Ltd;0.0001%;Industrials;CN;US$60,463.01;13,500
300146;By-health Co Ltd;0.0001%;Consumer Staples;CN;US$61,907.50;35,900
6808;Sun Art Retail Group Ltd;0.0001%;Consumer Discretionary;HK;US$63,071.57;305,000
000661;Changchun High-Tech Industry Group Co Ltd;0.0001%;Health Care;CN;US$63,552.69;4,526
601877;Zhejiang Chint Electrics Co Ltd;0.0001%;Industrials;CN;US$63,602.09;16,000
007070;GS Retail Co Ltd;0.0001%;Consumer Staples;KR;US$61,998.47;4,231
002532;Tianshan Aluminum Group Co Ltd;0.0001%;Basic Materials;CN;US$62,865.91;34,800
601828;Red Star Macalline Group Corp Ltd;0.0001%;Consumer Discretionary;CN;US$54,807.29;146,200
000938;Unisplendour Corp Ltd;0.0001%;Technology;CN;US$54,994.31;15,600
MCG;MultiChoice Group;0.0001%;Telecommunications;ZA;US$56,181.58;7,698
000301;Jiangsu Eastern Shenghong Co Ltd;0.0001%;Basic Materials;CN;US$58,321.11;42,900
HLUNA;H Lundbeck A/S;0.0001%;Health Care;DK;US$56,833.19;10,450
000629;Pangang Group Vanadium Titanium & Resources Co Ltd;0.0001%;Basic Materials;CN;US$59,823.88;138,200
600521;Zhejiang Huahai Pharmaceutical Co Ltd;0.0001%;Health Care;CN;US$58,853.30;23,100
300896;Imeik Technology Development Co Ltd;0.0001%;Health Care;CN;US$54,701.79;2,660
300003;Lepu Medical Technology Beijing Co Ltd;0.0001%;Health Care;CN;US$55,471.32;24,600
601333;Guangshen Railway Co Ltd;0.0001%;Industrials;CN;US$51,691.98;120,200
000027;Shenzhen Energy Group Co Ltd;0.0001%;Utilities;CN;US$51,912.38;55,100
000883;Hubei Energy Group Co Ltd;0.0001%;Utilities;CN;US$50,389.66;77,100
600741;Huayu Automotive Systems Co Ltd;0.0001%;Consumer Discretionary;CN;US$53,021.45;19,300
GULF-R;Gulf Development PCL;0.0001%;Utilities;TH;US$53,797.09;42,503
2778;Champion REIT;0.0001%;Real Estate;HK;US$51,541.31;176,000
603260;Hoshine Silicon Industry Co Ltd;0.0001%;Basic Materials;CN;US$51,768.65;6,500
MEG;Megaworld Corp;0.0001%;Real Estate;PH;US$49,762.78;1,437,605
600803;ENN Natural Gas Co Ltd;0.0001%;Utilities;CN;US$47,306.88;15,700
603444;G-bits Network Technology Xiamen Co Ltd;0.0001%;Consumer Discretionary;CN;US$48,570.72;800
600763;Topchoice Medical Corp;0.0001%;Health Care;CN;US$47,487.27;7,983
300763;Ginlong Technologies Co Ltd;0.0001%;Industrials;CN;US$47,677.80;4,650
ERES;Ezdan Holding Group QSC;0.0001%;Real Estate;QA;US$44,457.65;142,617
KNPL;Kansai Nerolac Paints Ltd;0.0001%;Industrials;IN;US$44,499.43;16,831
000830;Luxi Chemical Group Co Ltd;0.0001%;Basic Materials;CN;US$47,690.25;22,400
002007;Hualan Biological Engineering Inc;0.0001%;Health Care;CN;US$49,117.76;22,300
002326;Zhejiang Yongtai Technology Co Ltd;0.0001%;Basic Materials;CN;US$46,881.22;12,900
BRKM5;Braskem SA;0.0001%;Basic Materials;BR;US$45,800.27;32,200
;Eurazeo SE;0.0001%;Financials;FR;US$46,045.86;726
000400;Xuji Electric Co Ltd;0.0001%;Industrials;CN;US$39,913.99;11,000
000937;Jizhong Energy Resources Co Ltd;0.0001%;Energy;CN;US$42,053.35;50,300
DFM;Dubai Financial Market PJSC;0.0001%;Financials;AE;US$42,918.10;101,046
600132;Chongqing Brewery Co Ltd;0.0001%;Consumer Staples;CN;US$40,609.14;5,400
688185;CanSino Biologics Inc;0.0001%;Health Care;CN;US$43,351.65;4,477
002624;Perfect World Co Ltd/China;0.0001%;Consumer Discretionary;CN;US$39,088.55;19,500
002920;Huizhou Desay Sv Automotive Co Ltd;0.0001%;Consumer Discretionary;CN;US$42,010.91;2,700
000878;Yunnan Copper Co Ltd;0.0001%;Basic Materials;CN;US$42,555.40;18,100
001570;Kum Yang Co Ltd;0.0001%;Basic Materials;KR;US$39,703.67;5,898
002670;Guosheng Securities Inc;0.0001%;Financials;CN;US$34,158.96;13,400
002821;Asymchem Laboratories Tianjin Co Ltd;0.0001%;Health Care;CN;US$34,901.22;2,660
600699;Ningbo Joyson Electronic Corp;0.0001%;Consumer Discretionary;CN;US$37,421.12;9,900
002268;CETC Cyberspace Security Technology Co Ltd;0.0001%;Industrials;CN;US$38,950.62;15,600
002409;Jiangsu Yoke Technology Co Ltd;0.0001%;Basic Materials;CN;US$38,299.61;3,900
000860;Beijing Shunxin Agriculture Co Ltd;0.0001%;Consumer Staples;CN;US$34,630.32;16,000
900909;Shanghai Huayi Group Co Ltd;0.0001%;Consumer Discretionary;CN;US$36,997.20;71,700
300142;Walvax Biotechnology Co Ltd;0.0001%;Health Care;CN;US$35,436.10;20,600
601155;Seazen Holdings Co Ltd;0.0001%;Real Estate;CN;US$38,176.96;18,100
300496;Thunder Software Technology Co Ltd;0.0001%;Technology;CN;US$36,995.59;4,000
600985;Huaibei Mining Holdings Co Ltd;0.0001%;Energy;CN;US$37,584.08;21,600
688188;Shanghai BOCHU Electronic Technology Corp Ltd;0.0001%;Technology;CN;US$35,849.05;1,913
VAKBN;Turkiye Vakiflar Bankasi TAO;0.0001%;Financials;TR;US$35,338.11;52,163
603806;Hangzhou First Applied Material Co Ltd;0.0001%;Industrials;CN;US$36,695.44;18,384
600779;Sichuan Swellfun Co Ltd;0.0001%;Consumer Staples;CN;US$37,084.01;6,500
300724;Shenzhen SC New Energy Technology Corp;0.0001%;Energy;CN;US$36,102.96;3,000
600233;YTO Express Group Co Ltd;0.0001%;Industrials;CN;US$34,490.98;14,300
601233;Tongkun Group Co Ltd;0.0001%;Basic Materials;CN;US$37,422.25;17,200
004990;Lotte Corp;0.0001%;Consumer Discretionary;KR;US$38,730.32;2,075
601666;Pingdingshan Tianan Coal Mining Co Ltd;0.0001%;Energy;CN;US$30,603.84;27,700
002302;China West Construction Group Co Ltd;0.0001%;Industrials;CN;US$29,380.60;32,200
000799;JiuGui Liquor Co Ltd;0.0001%;Consumer Staples;CN;US$30,462.80;3,700
